,0 beds,1 bath,1 bed,1 bedroom,1 guest,1 private bath,1 shared bath,1.5 baths,1.5 private baths,1.5 shared baths,12 guests,2 baths,2 bedrooms,2 beds,2 guests,2 private baths,2 shared baths,2.5 shared baths,3 bedrooms,3 beds,3 guests,3 shared baths,4 beds,4 guests,5 beds,5 guests,6 beds,6 guests,8 guests,Boat,Camper/RV,Private room in apartment,Shared half-bath,Studio,free_cancel,id,lat,long,plus,price,ratings,rental_price_norm,reviews,superhost,entire_place,private_room,no_baths,shared_room
112,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4387067,37.789806899999995,-122.43411189999999,0,129,5.0,0.8712422120000001,434,1,0,1,0,0
113,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3439203,37.778991299999994,-122.24270179999999,0,99,5.0,1.054708273,498,1,0,0,0,0
114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5548977,37.7809339,-122.49425120000001,0,140,5.0,1.172587433,287,1,1,0,0,0
115,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,678556,37.7743132,-122.4523622,0,135,5.0,1.121772356,329,1,1,0,0,0
116,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11014900,37.9691725,-122.28884380000001,0,46,5.0,1.054708273,158,1,1,0,0,0
117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150848,37.761995399999996,-122.39391470000001,0,75,5.0,1.151611442,196,1,1,0,0,0
118,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10943827,37.7378,-122.4321,1,117,5.0,0.983212642,159,1,0,1,0,0
119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2111361,37.780930700000006,-122.4200707,0,150,5.0,0.829585667,89,1,1,0,0,0
120,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1920033,37.7538901,-122.45801709999999,0,79,5.0,1.001234268,468,1,0,1,0,0
121,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16376205,37.749745399999995,-122.48241940000001,0,92,5.0,0.922057288,218,1,0,1,0,0
122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,207980,37.7444589,-122.43775670000001,0,245,5.0,0.983212642,310,1,1,0,0,0
123,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9805697,37.83332120000001,-122.2240865,0,65,4.5,1.054708273,264,0,1,0,0,0
124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9155785,37.834601299999996,-122.26896640000001,0,53,4.5,1.054708273,283,0,0,1,0,0
125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19020541,37.7303363,-122.4258263,0,135,5.0,0.983212642,77,1,1,0,0,0
126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17237843,37.7507253,-122.4081529,0,59,4.5,1.047322361,76,0,0,1,0,0
127,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13661253,37.6416593,-122.46005020000001,0,55,4.5,0.922057288,318,0,0,1,0,0
128,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3780418,37.7757647,-122.4154915,0,125,5.0,1.145998149,291,1,1,0,0,0
129,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21425660,37.721200399999994,-122.40211459999999,0,89,5.0,0.983212642,71,1,1,0,0,0
130,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8187662,37.8065682,-122.4350094,0,105,4.5,0.875378323,182,0,1,0,0,0
131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16945037,37.7858552,-122.40821090000001,0,89,5.0,0.829585667,58,0,0,1,0,0
132,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8277236,37.686389899999995,-122.49405900000001,0,69,4.5,0.922057288,201,0,0,1,0,0
133,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4263821,37.7509299,-122.4270217,0,69,5.0,0.922057288,197,1,1,0,0,0
134,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3577748,37.600782099999996,-122.4073735,0,85,5.0,0.922057288,497,0,0,1,0,0
135,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20169868,37.7694,-122.4862,1,155,5.0,1.121772356,120,1,0,0,0,0
136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4902444,37.7984508,-122.40445349999999,0,36,5.0,0.9448058979999999,168,0,0,0,1,1
137,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2396847,37.779151,-122.4785733,0,130,5.0,1.172587433,277,1,1,0,0,0
138,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,258873,37.8013351,-122.4071376,0,95,4.5,0.9448058979999999,278,0,0,0,0,0
139,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2046634,37.724828,-122.4360876,0,72,5.0,1.0100973629999999,309,1,0,1,0,0
140,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59344,37.7456548,-122.4286438,0,100,5.0,0.922057288,277,1,1,0,0,0
141,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12437037,37.7748566,-122.46234609999999,0,119,4.5,1.172587433,240,0,1,0,0,0
143,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8192881,37.769224,-122.4469821,0,200,5.0,0.9430332790000001,192,1,1,0,0,0
144,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16930263,37.787231899999995,-122.4082861,0,89,4.5,0.829585667,62,0,0,1,0,0
145,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4263721,37.9566904,-122.27503429999999,0,49,5.0,1.054708273,254,1,1,0,0,0
146,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11910999,37.7635864,-122.4824523,0,59,4.5,1.121772356,128,0,0,1,0,0
147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4033064,37.9585297,-122.27349779999999,0,63,5.0,1.054708273,291,1,1,0,0,0
148,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2178509,37.7412771,-122.4215473,0,100,5.0,0.983212642,332,1,0,1,0,0
149,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19135508,37.782656700000004,-122.1956466,0,35,5.0,1.054708273,92,0,1,0,0,0
150,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1043282,37.7585526,-122.44529890000001,0,79,5.0,1.083661049,442,1,0,1,0,0
151,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6169292,37.7974789,-122.4256636,0,129,4.5,0.8588338790000001,154,0,0,1,0,0
152,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1421774,37.766498799999994,-122.4360631,0,135,5.0,0.9430332790000001,339,1,1,0,0,0
153,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1487849,37.746690799999996,-122.4058601,0,145,4.5,1.105523349,251,1,1,0,0,0
154,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176092,37.7527174,-122.40934009999998,0,117,5.0,1.047322361,266,0,0,1,0,0
155,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9119210,37.7724075,-122.5016871,0,50,4.5,1.172587433,113,0,0,1,0,0
156,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5196399,37.756868700000005,-122.41460320000002,0,55,5.0,1.047322361,194,0,0,0,0,1
157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14386727,37.728,-122.389,0,113,4.5,1.151611442,178,0,0,1,0,0
158,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13381058,37.801107200000004,-122.2748774,0,97,4.5,1.054708273,205,1,1,0,0,0
159,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20837529,37.7138912,-122.4081304,0,110,4.5,0.983212642,119,0,1,0,0,0
160,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13654824,37.7538485,-122.4928673,0,105,5.0,1.121772356,170,1,1,0,0,0
161,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15675892,37.787533200000006,-122.4093616,0,89,4.5,0.829585667,74,0,1,0,0,0
162,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4720512,37.7737717,-122.4291925,0,85,5.0,0.8233815000000001,134,1,0,1,0,0
163,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16930151,37.785314899999996,-122.4076837,0,89,4.5,0.829585667,55,0,0,1,0,0
164,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5154242,37.7101258,-122.4464311,0,50,4.0,1.0100973629999999,83,0,0,0,0,0
165,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2198399,37.765146,-122.41607579999999,0,109,4.5,1.047322361,271,0,0,1,0,0
166,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7327920,37.7605,-122.4009,1,200,5.0,1.105523349,216,1,1,0,0,0
167,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15330348,37.7414019,-122.4428318,0,120,5.0,0.983212642,217,1,1,0,0,0
168,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7226841,37.7928673,-122.41609270000001,0,70,5.0,0.871833085,133,0,0,0,0,0
169,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1069167,37.741,-122.384,0,65,4.5,1.151611442,276,1,0,1,0,0
170,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164207,37.741592600000004,-122.465782,0,69,5.0,0.983212642,314,1,0,1,0,0
171,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5970824,37.7887556,-122.1891278,0,105,5.0,1.054708273,175,1,1,0,0,0
172,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21632573,37.7718943,-122.16820390000001,0,90,5.0,1.054708273,131,1,1,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1864390,37.7765653,-122.4288331,0,145,5.0,0.8233815000000001,141,0,1,0,0,0
174,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975701,37.905,-122.286,0,101,5.0,1.054708273,245,1,1,0,0,0
175,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3416013,37.750912799999995,-122.39628689999999,0,85,5.0,1.151611442,263,1,0,1,0,0
176,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352165,37.7581328,-122.43550139999999,0,125,4.5,0.922057288,173,0,1,0,0,0
177,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5852204,37.760549600000004,-122.47178819999999,0,99,4.5,1.001234268,307,0,1,0,0,0
178,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1578597,37.758577100000004,-122.40152240000002,0,189,4.5,1.105523349,385,0,1,0,0,0
179,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2518781,37.7422014,-122.4199166,0,139,5.0,0.983212642,311,1,1,0,0,0
181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5641815,37.7587535,-122.4336393,0,150,5.0,1.0552991459999999,240,1,1,0,0,0
182,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2956406,37.757935700000004,-122.48953610000001,0,110,5.0,1.121772356,388,1,0,1,0,0
183,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,465723,37.7385331,-122.4716588,0,160,5.0,0.922057288,371,1,1,0,0,0
184,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4069838,37.7267083,-122.43537620000001,0,127,5.0,1.0100973629999999,333,1,1,0,0,0
185,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13774014,37.73436160000001,-122.4048752,0,165,5.0,1.105523349,96,1,1,0,0,0
186,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10314621,37.5941065,-122.4053639,0,59,5.0,0.922057288,185,1,1,0,0,0
187,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213532,37.770847700000004,-122.4481135,0,78,4.5,0.9430332790000001,366,0,1,0,0,0
188,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18126981,37.7841624,-122.4677565,0,48,4.5,1.172587433,89,0,0,1,0,0
189,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19507414,37.9324999,-122.31843020000001,0,53,5.0,1.054708273,83,1,0,1,0,0
190,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8763676,37.7203047,-122.3934847,0,65,4.5,1.151611442,226,0,1,0,0,0
191,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16858141,37.727,-122.39,0,62,4.5,1.151611442,92,0,0,1,0,0
192,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16824774,37.7457658,-122.4239347,0,134,5.0,0.922057288,120,1,1,0,0,0
193,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5229280,37.7388605,-122.4777656,0,119,4.5,0.922057288,210,0,0,1,0,0
194,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12154878,37.7951469,-122.41909390000001,0,100,4.5,0.871833085,99,0,1,0,0,0
195,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3441719,37.717003600000005,-122.4673507,0,55,4.0,0.922057288,260,0,1,0,0,0
196,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24723,37.787164600000004,-122.4338611,0,195,5.0,0.8712422120000001,259,1,0,1,0,0
197,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8739,37.76,-122.42200000000001,0,119,5.0,1.0552991459999999,613,1,0,1,0,0
198,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13866653,37.7265856,-122.4172923,0,115,4.5,0.983212642,135,0,1,0,0,0
199,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3309722,37.7388054,-122.42521380000001,0,150,5.0,0.983212642,298,1,1,0,0,0
200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4464347,37.79891370000001,-122.40611329999999,0,38,4.5,0.9448058979999999,211,0,0,0,1,1
201,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,277339,37.7268136,-122.4341905,0,110,5.0,1.0100973629999999,302,1,1,0,0,0
202,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5144482,37.744578600000004,-122.46284320000001,0,147,5.0,0.983212642,220,1,1,0,0,0
203,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2188919,37.7660213,-122.4165001,0,99,4.5,1.047322361,221,0,1,0,0,0
204,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12956333,37.630857,-122.41544040000001,0,106,5.0,0.922057288,276,1,0,1,0,0
205,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,581216,37.8017179,-122.4350131,0,195,5.0,0.875378323,263,1,1,0,0,0
206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2126868,37.7337658,-122.46429040000001,0,45,4.5,0.922057288,175,1,1,0,0,0
207,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17879855,37.8014979,-122.2755297,0,89,5.0,1.054708273,127,1,0,1,0,0
208,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4902565,37.7853032,-122.41447360000001,0,115,4.5,0.829585667,315,0,0,0,0,0
209,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3373317,37.923,-122.324,0,51,4.5,1.054708273,314,1,1,0,0,0
210,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1880995,37.881364899999994,-122.2748811,0,98,5.0,1.054708273,520,1,0,1,0,0
211,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,676228,37.7285875,-122.45451820000001,0,110,4.5,1.0100973629999999,359,1,1,0,0,0
212,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14240146,37.8178542,-122.2436696,0,80,5.0,1.054708273,156,1,1,0,0,0
213,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16376353,37.749075399999995,-122.48171,0,79,5.0,0.922057288,215,1,0,1,0,0
214,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,905399,37.7487449,-122.4182491,0,69,5.0,1.047322361,115,1,1,0,0,0
215,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20155597,37.793644,-122.42309750000001,0,141,5.0,0.871833085,96,1,0,0,0,0
216,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7823272,37.776152,-122.50717309999999,0,120,5.0,1.172587433,99,1,1,0,0,0
217,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,568161,37.7327946,-122.4370054,0,68,5.0,0.983212642,308,1,0,1,0,0
218,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20329259,37.796116999999995,-122.19884520000001,0,50,5.0,1.054708273,121,1,0,1,0,0
219,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2088622,37.7247826,-122.4360918,0,72,5.0,1.0100973629999999,295,1,0,1,0,0
220,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16456337,37.7498312,-122.43860320000002,0,85,5.0,0.922057288,105,1,0,0,0,0
221,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9225,37.7625889,-122.40543059999999,0,125,4.5,1.105523349,427,0,0,1,0,0
222,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11437509,37.7773716,-122.4107241,0,80,5.0,1.105523349,87,1,0,1,0,0
223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7181279,37.7337896,-122.4155581,0,140,4.5,0.983212642,136,0,1,0,0,0
224,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6557736,37.748000000000005,-122.492,0,65,5.0,0.922057288,228,1,0,1,0,0
225,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15005046,37.7332947,-122.45834840000002,0,130,5.0,1.0100973629999999,147,1,1,0,0,0
226,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2331166,37.77333839999999,-122.5009041,0,90,5.0,1.172587433,162,0,0,1,0,0
